Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
ANPEP		15q26.1	HOMDEL	3	408	0.7%	No
CHD7		8q12.2	AMP	11	408	2.7%	No
TP53		17p13.1	AMP	1	408	0.2%	Yes
RN7SL487P		15q15.3	HOMDEL	2	408	0.5%	No
MICAL2		11p15.3	HOMDEL	4	408	1.0%	No
CSF1		1p13.3	AMP	5	408	1.2%	Yes
ADIPOR2		12p13.33	AMP	7	408	1.7%	No
SLC41A3		3q21.2-q21.3	HOMDEL	1	408	0.2%	No
ZMAT2		5q31.3	AMP	1	408	0.2%	No
GTF2A1		14q31.1	HOMDEL	3	408	0.7%	No
PRIMPOL		4q35.1	AMP	2	408	0.5%	No
FRAT1		10q24.1	AMP	1	408	0.2%	No
KCNMB3P1		22q11.1	HOMDEL	2	408	0.5%	No
CRYGC		2q33.3	HOMDEL	5	408	1.2%	No
RRAS2		11p15.2	HOMDEL	5	408	1.2%	Yes
TAS2R40		7q34	AMP	2	408	0.5%	No
ITIH4		3p21.1	AMP	3	408	0.7%	No
SERTM2		Xq23	AMP	2	408	0.5%	No
CHD1		5q15-q21.1	AMP	1	408	0.2%	No
TXN		9q31.3	AMP	2	408	0.5%	No
RPL10A		6p21.31	AMP	3	408	0.7%	No
SLC10A1		14q24.1	HOMDEL	2	408	0.5%	No
CRYGB		2q33.3	HOMDEL	6	408	1.5%	No
ITIH5		10p14	AMP	37	408	9.1%	No
CES5AP1		22q11.23	HOMDEL	2	408	0.5%	No
MICAL3		22q11.21	HOMDEL	2	408	0.5%	No
ETNPPL		4q25	HOMDEL	1	408	0.2%	No
ENG		9q34.11	HOMDEL	1	408	0.2%	No
VAMP7		Xq28 and Yq12	AMP	6	408	1.5%	No
OR52R1		11p15.4	HOMDEL	4	408	1.0%	No
SMAD7		18q21.1	AMP	4	408	1.0%	No
RAB40AL		Xq22.1	HOMDEL	2	408	0.5%	No
MREG		2q35	HOMDEL	8	408	2.0%	No
ERAP2		5q15	HOMDEL	4	408	1.0%	No
CRYGA		2q33.3	HOMDEL	6	408	1.5%	No
RNA5SP489		21q21.2	HOMDEL	1	408	0.2%	No
MARCHF8		10q11.21-q11.22	AMP	6	408	1.5%	No
FNIP2		4q32.1	AMP	2	408	0.5%	No
L1CAM-AS1		Xq28	AMP	8	408	2.0%	No
VAMP8		2p11.2	AMP	8	408	2.0%	No
CHD2		15q26.1	AMP	2	408	0.5%	Yes
DDX4		5q11.2	AMP	4	408	1.0%	Yes
ITIH2		10p14	AMP	37	408	9.1%	No
RN7SL837P		1q42.2	AMP	6	408	1.5%	No
DHX38		16q22.2	AMP	12	408	2.9%	No
TAS2R42		12p13.2	AMP	4	408	1.0%	No
FRAT2		10q24.1	AMP	1	408	0.2%	No
C6ORF52		6p24.2	HOMDEL	5	408	1.2%	No
VWA1		1p36.33	HOMDEL	1	408	0.2%	No
TSIX		Xq13.2	AMP	2	408	0.5%	No
ERAP1		5q15	HOMDEL	4	408	1.0%	No
CHD3		17p13.1	AMP	1	408	0.2%	No
DDX5		17q23.3	AMP	16	408	3.9%	Yes
CACUL1		10q26.11	HOMDEL	10	408	2.5%	No
DHX37		12q24.31	AMP	4	408	1.0%	No
SMAD9		13q13.3	AMP	5	408	1.2%	No
TAS2R41		7q35	AMP	2	408	0.5%	No
MARCHF9		12q14.1	AMP	6	408	1.5%	No
ITIH3		3p21.1	AMP	3	408	0.7%	No
ZNF385C		17q21.2	AMP	4	408	1.0%	No
TNFRSF11B		8q24.12	AMP	27	408	6.6%	No
RN7SL18P		2p15	AMP	13	408	3.2%	No
RN7SKP91		1p35.2	AMP	4	408	1.0%	No
VAMP3		1p36.23	AMP	3	408	0.7%	No
MARCHF6		5p15.2	AMP	41	408	10.0%	No
MAPK10		4q21.3	AMP	7	408	1.7%	No
SRP72		4q12	AMP	6	408	1.5%	Yes
M6PR		12p13.31	HOMDEL	2	408	0.5%	No
POLR2J		7q22.1	HOMDEL	1	408	0.2%	No
SIX3		2p21	AMP	6	408	1.5%	No
ARMCX1		Xq22.1	AMP	3	408	0.7%	No
ACCS		11p11.2	HOMDEL	3	408	0.7%	No
ATP6AP1L		5q14.2	HOMDEL	5	408	1.2%	No
VPS37C		11q12.2	AMP	4	408	1.0%	No
RNF144A		2p25.1	HOMDEL	1	408	0.2%	No
OIT3		10q22.1	HOMDEL	3	408	0.7%	No
RN7SL683P		14q24.2	AMP	3	408	0.7%	No
MARCHF7		2q24.2	AMP	7	408	1.7%	No
TRAV24		14q11.2	AMP	9	408	2.2%	No
NTAN1		16p13.11	HOMDEL	1	408	0.2%	No
GNL3L		Xp11.22	HOMDEL	1	408	0.2%	No
POLR2I		19q13.12	HOMDEL	2	408	0.5%	No
RN7SKP90		11p15.1	AMP	1	408	0.2%	No
ANKRD26P1		16q11.2	HOMDEL	1	408	0.2%	No
CSNK1D		17q25.3	AMP	11	408	2.7%	No
VWA2		10q25.3	HOMDEL	10	408	2.5%	No
PYCR2		1q42.12	HOMDEL	1	408	0.2%	No
FNIP1		5q31.1	AMP	2	408	0.5%	No
HAX1		1q21.3	HOMDEL	1	408	0.2%	No
SNORA79		14q31.1	HOMDEL	3	408	0.7%	No
VPS37D		7q11.23	AMP	4	408	1.0%	No
FMO6P		1q24.3	AMP	32	408	7.8%	No
ARMCX3		Xq22.1	AMP	3	408	0.7%	No
POM121L4P		22q11.2	AMP	13	408	3.2%	No
IDH3A		15q25.1	AMP	2	408	0.5%	No
IRAG2		12p12.1	AMP	14	408	3.4%	No
RAB19		7q34	AMP	3	408	0.7%	No
SAP25		7q22.1	AMP	6	408	1.5%	No
VPS37B		12q24.31	AMP	5	408	1.2%	No
FAM204A		10q26.11	HOMDEL	10	408	2.5%	No
FAP		2q24.2	AMP	5	408	1.2%	No
FAM153B		5q35.2	AMP	2	408	0.5%	No
SNORD77		1q25.1	AMP	5	408	1.2%	No
MARCO		2q14.2	AMP	2	408	0.5%	No
APTX		9p21.1	AMP	4	408	1.0%	No
CSNK1E		22q13.1	AMP	4	408	1.0%	No
FIBIN		11p14.2	AMP	4	408	1.0%	No
VAMP4		1q24.3	AMP	33	408	8.1%	No
RN7SL656P		17q21.31	HOMDEL	1	408	0.2%	No
ZNF385D		3p24.3	AMP	22	408	5.4%	No
TRAV25		14q11.2	AMP	9	408	2.2%	No
MARCHF5		10q23.32-q23.33	AMP	2	408	0.5%	No
CAPN11		6p21.1	AMP	13	408	3.2%	No
IDH3B		20p13	AMP	1	408	0.2%	No
CAMK1G		1q32.2	AMP	4	408	1.0%	No
POLR2G		11q12.3	HOMDEL	1	408	0.2%	No
RAB18		10p12.1	AMP	4	408	1.0%	No
ARMCX2		Xq22.1	AMP	3	408	0.7%	No
MTTP		4q23	AMP	3	408	0.7%	No
LRRC37A4P		17q21.31	AMP	4	408	1.0%	No
SNORD78		1q25.1	AMP	26	408	6.4%	No
RNF144B		6p22.3	HOMDEL	1	408	0.2%	No
IRAG1		11p15.4	AMP	1	408	0.2%	No
SIX5		19q13.32	AMP	10	408	2.5%	No
FAM153A		5q35.3	AMP	1	408	0.2%	No
VAMP5		2p11.2	AMP	8	408	2.0%	No
NAA60		16p13.3	HOMDEL	9	408	2.2%	No
LACTB		15q22.2	HOMDEL	1	408	0.2%	No
DHX32		10q26.2	AMP	2	408	0.5%	No
CHD8		14q11.2	AMP	5	408	1.2%	No
PLAC1		Xq26.3	HOMDEL	2	408	0.5%	No
MAPK14		6p21.31	AMP	3	408	0.7%	No
CAMK1D		10p13	AMP	22	408	5.4%	No
FAM138C		9p24.3	AMP	7	408	1.7%	No
TRAV27		14q11.2	AMP	9	408	2.2%	No
ARMCX5		Xq22.1	AMP	3	408	0.7%	No
CDK5RAP1		20q11.21	AMP	19	408	4.7%	No
SNORD79		1q25.1	AMP	2	408	0.5%	No
GOLT1B		12p12.1	AMP	9	408	2.2%	No
MEOX1		17q21.31	AMP	3	408	0.7%	No
CSF2		5q31.1	AMP	2	408	0.5%	No
MMD		17q22	AMP	14	408	3.4%	No
CAPN12		19q13.2	AMP	23	408	5.6%	No
ZMAT3		3q26.32	AMP	23	408	5.6%	No
ANXA9		1q21.3	AMP	42	408	10.3%	No
GUSBP3		5q13.2	HOMDEL	8	408	2.0%	No
RN7SL33P		17p13.3	AMP	1	408	0.2%	No
CCDC28B		1p35.2	AMP	2	408	0.5%	No
CSF3		17q21.1	AMP	14	408	3.4%	No
SPAG11A		8p23.1	AMP	1	408	0.2%	No
IDH3G		Xq28	AMP	8	408	2.0%	No
FEN1		11q12.2	AMP	5	408	1.2%	No
MCTP1		5q15	HOMDEL	4	408	1.0%	No
WTIP		19q13.11	AMP	14	408	3.4%	No
SLC26A11		17q25.3	AMP	9	408	2.2%	No
FAM138B		2q14.1	AMP	3	408	0.7%	No
CAPN13		2p23.1	AMP	7	408	1.7%	No
TRIQK		8q22.1	AMP	29	408	7.1%	No
MAPK13		6p21.31	AMP	3	408	0.7%	No
RN7SL346P		15q26.1	HOMDEL	3	408	0.7%	No
POLR2F		22q13.1	HOMDEL	3	408	0.7%	No
ARMCX4		Xq22.1	AMP	3	408	0.7%	No
MEOX2		7p21.2	AMP	17	408	4.2%	No
NONO		Xq13.1	AMP	3	408	0.7%	Yes
CDK5RAP3		17q21.32	AMP	5	408	1.2%	No
GUSBP2		6p22.2	HOMDEL	1	408	0.2%	No
NBR1		17q21.31	AMP	3	408	0.7%	No
MCTP2		15q26.2	HOMDEL	3	408	0.7%	No
VAMP1		12p13.31	AMP	6	408	1.5%	No
RN7SL700P		13q14.2	HOMDEL	23	408	5.6%	No
ZMAT4		8p11.21	AMP	30	408	7.4%	No
ZNF385A		12q13.13	AMP	6	408	1.5%	No
CHD9		16q12.2	AMP	5	408	1.2%	No
SPAG11B		8p23.1	AMP	1	408	0.2%	No
TEX9		15q21.3	HOMDEL	1	408	0.2%	No
CAPN14		2p23.1	AMP	7	408	1.7%	No
POLR2E		19p13.3	HOMDEL	4	408	1.0%	No
MEI1		22q13.2	HOMDEL	2	408	0.5%	No
LYN		8q12.1	HOMDEL	2	408	0.5%	Yes
FAM138A		1p36.33	AMP	3	408	0.7%	No
VWA8		13q14.11	HOMDEL	19	408	4.7%	No
NBR2		17q21.31	AMP	3	408	0.7%	No
PMAIP1		18q21.32	HOMDEL	7	408	1.7%	Yes
ZMAT5		22q12.2	AMP	16	408	3.9%	No
ZNF385B		2q31.2-q31.3	AMP	3	408	0.7%	No
VAMP2		17p13.1	AMP	1	408	0.2%	No
MARCHF2		19p13.2	AMP	2	408	0.5%	No
SIX2		2p21	AMP	6	408	1.5%	No
MME		3q25.2	AMP	14	408	3.4%	No
ARMCX6		Xq22.1	AMP	3	408	0.7%	No
NABP1		2q32.3	HOMDEL	3	408	0.7%	No
VWA7		6p21.33	HOMDEL	2	408	0.5%	No
C6ORF58		6q22.33	HOMDEL	2	408	0.5%	No
GOLT1A		1q32.1	AMP	2	408	0.5%	No
FAS		10q23.31	AMP	3	408	0.7%	Yes
DHX30		3p21.31	AMP	3	408	0.7%	No
ASCC3		6q16.3	HOMDEL	8	408	2.0%	No
PROSER2		10p14	AMP	25	408	6.1%	No
MAPDA		15q15.3	HOMDEL	2	408	0.5%	No
RGS9		17q24.1	AMP	15	408	3.7%	No
FAU		11q13.1	AMP	10	408	2.5%	No
GUCY1B2		13q14.3	HOMDEL	29	408	7.1%	No
RN7SKP98		1q32.3	AMP	3	408	0.7%	No
SH3GL3		15q25.2	HOMDEL	2	408	0.5%	No
TAF1C		16q24.1	HOMDEL	1	408	0.2%	No
ELOA		1p36.11	AMP	4	408	1.0%	No
SRCIN1		17q12	AMP	13	408	3.2%	No
CAPN15		16p13.3	AMP	1	408	0.2%	No
FERD3L		7p21.1	HOMDEL	2	408	0.5%	No
CAPN2		1q41	AMP	2	408	0.5%	No
OR5B17		11q12.1	AMP	5	408	1.2%	No
SUPT4H1		17q22	AMP	10	408	2.5%	No
B3GNT9		16q22.1	AMP	8	408	2.0%	No
RN7SL402P		19q13.12	AMP	14	408	3.4%	No
RN7SKP97		8q12.3	AMP	13	408	3.2%	No
OOSP1		11q12.1	AMP	8	408	2.0%	No
MGAT4C		12q21.31-q21.32	AMP	3	408	0.7%	No
ODAD2		10p12.1	AMP	5	408	1.2%	No
IDE		10q23.33	HOMDEL	4	408	1.0%	No
RAB13		1q21.3	AMP	24	408	5.9%	No
CAPN1		11q13.1	AMP	10	408	2.5%	No
SH3GL2		9p22.2	HOMDEL	16	408	3.9%	No
TAF1B		2p25.1	HOMDEL	1	408	0.2%	No
SPACDR		7q22.1	AMP	6	408	1.5%	No
MYPN		10q21.3	HOMDEL	5	408	1.2%	No
SGSM2		17p13.3	AMP	3	408	0.7%	No
LRP6		12p13.2	AMP	3	408	0.7%	Yes
PLA2G2A		1p36.13	AMP	3	408	0.7%	No
PPP1R15B		1q32.1	AMP	3	408	0.7%	No
LINC00106		Xp22.33 and Yp11.32	HOMDEL	7	408	1.7%	No
NUTM1		15q14	AMP	2	408	0.5%	Yes
LRIT1		10q23.1	HOMDEL	4	408	1.0%	No
LRIT3		4q25	HOMDEL	1	408	0.2%	No
CDIP1		16p13.3	HOMDEL	7	408	1.7%	No
SH3GL1		19p13.3	HOMDEL	1	408	0.2%	Yes
SEMG1		20q13.12	AMP	13	408	3.2%	No
LRP8		1p32.3	AMP	8	408	2.0%	No
ACTL9		19p13.2	AMP	4	408	1.0%	No
LOH12CR2		12p13.2	HOMDEL	3	408	0.7%	No
RAB12		18p11.22	AMP	14	408	3.4%	No
ODAD3		19p13.2	AMP	4	408	1.0%	No
SASH3		Xq26.1	AMP	2	408	0.5%	No
RN7SKP96		4q21.3	AMP	6	408	1.5%	No
SLC22A18AS		11p15.4	HOMDEL	5	408	1.2%	No
ASAH1		8p22	HOMDEL	31	408	7.6%	No
TAF1A		1q41	HOMDEL	2	408	0.5%	No
SGSM1		22q11.23	AMP	9	408	2.2%	No
OR2A14		7q35	AMP	3	408	0.7%	No
ACTL8		1p36.13	AMP	4	408	1.0%	No
GUCY1B1		4q32.1	HOMDEL	7	408	1.7%	No
B3GNT8		19q13.2	AMP	7	408	1.7%	No
ODC1		2p25.1	HOMDEL	1	408	0.2%	No
PROSER1		13q13.3	AMP	4	408	1.0%	No
PPP1R15A		19q13.2	AMP	5	408	1.2%	No
TMEM139		7q34	HOMDEL	1	408	0.2%	No
LRIT2		10q23.1	HOMDEL	4	408	1.0%	No
ODAD4		17q21.2	AMP	6	408	1.5%	No
CCDC18		1p22.1	AMP	4	408	1.0%	No
STK17B		2q32.3	HOMDEL	2	408	0.5%	No
CFAP276		1p13.3	HOMDEL	1	408	0.2%	No
PKHD1		6p12.3-p12.2	HOMDEL	1	408	0.2%	No
ASAH2		10q11.23	HOMDEL	5	408	1.2%	No
SAP30		4q34.1	AMP	1	408	0.2%	No
ZBTB9		6p21.32	AMP	2	408	0.5%	No
ATP11A		13q34	HOMDEL	1	408	0.2%	No
RN7SL668P		1q42.3	AMP	4	408	1.0%	No
PLA2G2D		1p36.12	AMP	3	408	0.7%	No
DMRTC1B		Xq13.1	AMP	2	408	0.5%	No
SLC66A1LP		3q25.32	AMP	14	408	3.4%	No
CXXC4		4q24	AMP	2	408	0.5%	No
MCM8		20p12.3	HOMDEL	1	408	0.2%	No
CDC73		1q31.2	AMP	13	408	3.2%	Yes
POR		7q11.23	HOMDEL	1	408	0.2%	No
FAM89A		1q42.2	AMP	6	408	1.5%	No
RGS6		14q24.2	AMP	3	408	0.7%	No
CD226		18q22.2	HOMDEL	10	408	2.5%	No
RTP4		3q27.3	AMP	18	408	4.4%	No
NTM		11q25	HOMDEL	6	408	1.5%	No
RN7SKP95		15q21.3	AMP	1	408	0.2%	No
OR11H6		14q11.2	HOMDEL	4	408	1.0%	No
SLC24A5		15q21.1	HOMDEL	3	408	0.7%	No
TRAV20		14q11.2	AMP	9	408	2.2%	No
SRP68		17q25.1	AMP	14	408	3.4%	No
LINC00102		Xp22.33 and Yp11.31	HOMDEL	7	408	1.7%	No
MCM9		6q22.31	HOMDEL	7	408	1.7%	No
NEIL3		4q34.3	HOMDEL	12	408	2.9%	No
B3GNT6		11q13.5	AMP	14	408	3.4%	No
COP1		1q25.1-q25.2	AMP	24	408	5.9%	Yes
TRAV21		14q11.2	AMP	9	408	2.2%	No
RN7SKP94		17q22	AMP	11	408	2.7%	No
RGS7		1q43	AMP	4	408	1.0%	No
OR11H7		14q11.2	HOMDEL	4	408	1.0%	No
GMDS		6p25.3	AMP	8	408	2.0%	No
CLCA3P		1p22.3	HOMDEL	1	408	0.2%	No
RN7SL671P		4p16.3	HOMDEL	3	408	0.7%	No
OR13C8		9q31.1	HOMDEL	4	408	1.0%	No
MGAT4B		5q35.3	AMP	1	408	0.2%	No
MISP		19p13.3	AMP	1	408	0.2%	No
NEIL2		8p23.1	HOMDEL	32	408	7.8%	No
ZFP37		9q32	HOMDEL	4	408	1.0%	No
ATP11C		Xq27.1	HOMDEL	2	408	0.5%	No
OR11H4		14q11.2	HOMDEL	4	408	1.0%	No
OOSP2		11q12.1	AMP	9	408	2.2%	No
SNORD81		1q25.1	AMP	3	408	0.7%	No
ARHGDIG		16p13.3	AMP	1	408	0.2%	No
B3GNT4		12q24.31	AMP	5	408	1.2%	No
RN7SL712P		Xq23	AMP	1	408	0.2%	No
THSD7A		7p21.3	AMP	11	408	2.7%	No
RN7SKP93		2q21.2	AMP	4	408	1.0%	No
GSTT2		22q11.23	HOMDEL	3	408	0.7%	No
PLA2G2C		1p36.12	AMP	4	408	1.0%	No
OR13C9		9q31.1	HOMDEL	4	408	1.0%	No
THSD7B		2q22.1	AMP	3	408	0.7%	No
CRYGN		7q36.1	HOMDEL	2	408	0.5%	No
FBXL18		7p22.1	HOMDEL	2	408	0.5%	No
C9ORF57		9q21.13	AMP	1	408	0.2%	No
MGAT4A		2q11.2	AMP	8	408	2.0%	No
TRAV22		14q11.2	AMP	9	408	2.2%	No
KLRB1		12p13.31	AMP	6	408	1.5%	No
RGS8		1q25.3	AMP	16	408	3.9%	No
ZFR2		19p13.3	AMP	2	408	0.5%	No
B3GNT5		3q27.1	AMP	19	408	4.7%	No
SLC8B1		12q24.13	AMP	7	408	1.7%	No
FAM89B		11q13.1	AMP	10	408	2.5%	No
RN7SKP92		14q32.2	AMP	3	408	0.7%	No
RAB15		14q23.3	AMP	1	408	0.2%	No
FOXR1		11q23.3	AMP	2	408	0.5%	No
ODAD1		19q13.33	AMP	4	408	1.0%	No
SLC24A4		14q32.12	HOMDEL	6	408	1.5%	No
GGT1		22q11.23	AMP	7	408	1.7%	No
RN7SL515P		13q14.11	HOMDEL	18	408	4.4%	No
RTP1		3q27.3	AMP	18	408	4.4%	No
REG1A		2p12	AMP	5	408	1.2%	No
RNA5SP494		22q12.1	HOMDEL	3	408	0.7%	No
RACK1		5q35.3	AMP	1	408	0.2%	No
VWA3A		16p12.2	AMP	11	408	2.7%	No
ECI2		6p25.2	AMP	7	408	1.7%	No
RGS2		1q31.2	AMP	13	408	3.2%	No
CD99		Xp22.32 and Yp11.3	HOMDEL	7	408	1.7%	No
CCDC12		3p21.31	AMP	4	408	1.0%	No
CAPN9		1q42.2	AMP	6	408	1.5%	No
AGO4		1p34.3	AMP	4	408	1.0%	No
STK32B		4p16.2	HOMDEL	4	408	1.0%	No
FBXL17		5q21.3	HOMDEL	7	408	1.7%	No
BRF2		8p11.23	HOMDEL	10	408	2.5%	No
DDX24		14q32.12	HOMDEL	6	408	1.5%	No
B3GNT2		2p15	AMP	13	408	3.2%	No
RGS3		9q32	AMP	1	408	0.2%	No
HSD3B2		1p12	HOMDEL	1	408	0.2%	No
RNA5SP495		22q12.1	HOMDEL	3	408	0.7%	No
APOOL		Xq21.1	AMP	1	408	0.2%	No
RTP2		3q27.3	AMP	17	408	4.2%	No
SLC24A2		9p22.1	HOMDEL	20	408	4.9%	No
CAPN8		1q41	AMP	2	408	0.5%	No
ATL2		2p22.2-p22.1	AMP	6	408	1.5%	No
VWA3B		2q11.2	AMP	8	408	2.0%	No
ARHGDIA		17q25.3	AMP	12	408	2.9%	No
CASP12		11q22.3	HOMDEL	3	408	0.7%	No
GSTT1		22q11.23 alternate reference locus	HOMDEL	3	408	0.7%	No
CCDC13		3p22.1	AMP	6	408	1.5%	No
STK32A		5q32	HOMDEL	3	408	0.7%	No
AGO3		1p34.3	AMP	4	408	1.0%	No
BRF1		14q32.33	HOMDEL	8	408	2.0%	No
DDX25		11q24.2	HOMDEL	4	408	1.0%	No
FBXL16		16p13.3	HOMDEL	7	408	1.7%	No
NRON		9q33.3	HOMDEL	2	408	0.5%	No
AGO2		8q24.3	AMP	21	408	5.1%	Yes
LRP1		12q13.3	AMP	4	408	1.0%	No
RTP3		3p21.31	AMP	6	408	1.5%	No
ZBTB4		17p13.1	AMP	1	408	0.2%	No
DSPP		4q22.1	AMP	8	408	2.0%	No
CAPN7		3p25.1	AMP	26	408	6.4%	No
NRP2		2q33.3	HOMDEL	6	408	1.5%	No
IL1F10		2q14.1	AMP	3	408	0.7%	No
OR13C5		9q31.1	HOMDEL	4	408	1.0%	No
PPY2P		17q11.2	AMP	20	408	4.9%	No
PLA2G2E		1p36.13	AMP	3	408	0.7%	No
EIF4ENIF1		22q12.2	AMP	12	408	2.9%	No
MN1		22q12.1	AMP	9	408	2.2%	Yes
VPS25		17q21.31	AMP	3	408	0.7%	No
PALM		19p13.3	AMP	1	408	0.2%	No
FBXL15		10q24.32	HOMDEL	7	408	1.7%	No
RGS4		1q23.3	AMP	52	408	12.7%	No
OR11H1		22q11.1	HOMDEL	2	408	0.5%	No
ZNF69		19p13.2	AMP	1	408	0.2%	No
CAPN6		Xq23	AMP	2	408	0.5%	No
CXXC5		5q31.2	AMP	1	408	0.2%	No
NRP1		10p11.22	HOMDEL	3	408	0.7%	No
AGO1		1p34.3	AMP	4	408	1.0%	Yes
REG1B		2p12	AMP	5	408	1.2%	No
RNA5SP493		22q11.21	HOMDEL	2	408	0.5%	No
ARHGDIB		12p12.3	AMP	2	408	0.5%	No
ZBTB5		9p13.2	AMP	7	408	1.7%	No
PLA2G2F		1p36.12	AMP	3	408	0.7%	No
ENOX2		Xq26.1	AMP	4	408	1.0%	No
SERTM1		13q13.3	AMP	6	408	1.5%	No
GTF2A2		15q22.2	HOMDEL	3	408	0.7%	No
RGS5		1q23.3	AMP	53	408	13.0%	No
TGS1		8q12.1	HOMDEL	2	408	0.5%	No
RIN3		14q32.12	AMP	2	408	0.5%	No
OR7A5		19p13.1	AMP	2	408	0.5%	No
LRP3		19q13.11	AMP	14	408	3.4%	No
OR13C3		9q31.1	HOMDEL	4	408	1.0%	No
FBXL14		12p13.33	HOMDEL	1	408	0.2%	No
VSIG10L		19q13.41	AMP	9	408	2.2%	No
DDX21		10q22.1	HOMDEL	4	408	1.0%	No
OR8U3		11q12.1	HOMDEL	1	408	0.2%	No
REC8		14q12	HOMDEL	7	408	1.7%	No
PLGLB2		2p11.2	AMP	5	408	1.2%	No
ADIPOR1		1q32.1	AMP	3	408	0.7%	No
OR5F1		11q12.1	AMP	9	408	2.2%	No
SNX31		8q22.3	AMP	66	408	16.2%	No
RNA5SP491		21q22.13	HOMDEL	2	408	0.5%	No
SASH1		6q24.3-q25.1	AMP	1	408	0.2%	No
SMAD1		4q31.21	AMP	7	408	1.7%	No
TES		7q31.2	HOMDEL	1	408	0.2%	No
EDN1		6p24.1	HOMDEL	2	408	0.5%	No
ZBTB2		6q25.1	AMP	1	408	0.2%	No
STK17A		7p13	HOMDEL	1	408	0.2%	No
ZBTB3		11q12.3	AMP	5	408	1.2%	No
GRID2IP		7p22.1	HOMDEL	2	408	0.5%	No
FBXL13		7q22.1	HOMDEL	2	408	0.5%	No
DENND4C		9p22.1	HOMDEL	15	408	3.7%	No
LRP2		2q31.1	AMP	2	408	0.5%	No
ENOX1		13q14.11	AMP	3	408	0.7%	No
CCDC17		1p34.1	AMP	8	408	2.0%	No
OR13C4		9q31.1	HOMDEL	4	408	1.0%	No
CACYBP		1q25.1	HOMDEL	1	408	0.2%	No
RAB10		2p23.3	AMP	9	408	2.2%	No
PSENEN		19q13.12	HOMDEL	2	408	0.5%	No
RNA5SP492		21q22.3	HOMDEL	1	408	0.2%	No
ABTB3		12q23.3	AMP	5	408	1.2%	No
EN2		7q36.3	HOMDEL	3	408	0.7%	No
SNX32		11q13.1	AMP	10	408	2.5%	No
ZC3H11A		1q32.1	AMP	2	408	0.5%	No
PTDSS1		8q22.1	AMP	39	408	9.6%	No
PLGLB1		2p11.2	AMP	5	408	1.2%	No
CAPN5		11q13.5	AMP	14	408	3.4%	No
ELOC		8q21.11	AMP	18	408	4.4%	Yes
TAF1L		9p21.1	HOMDEL	1	408	0.2%	No
WHRN		9q32	HOMDEL	2	408	0.5%	No
TEX19		17q25.3	AMP	10	408	2.5%	No
ZC3HC1		7q32.2	HOMDEL	1	408	0.2%	No
ZNF66		19p12	AMP	3	408	0.7%	No
STK32C		10q26.3	HOMDEL	9	408	2.2%	No
FBXW10		17p11.2	AMP	1	408	0.2%	No
RN7SL825P		10p11.22	HOMDEL	4	408	1.0%	No
PLXNA3		Xq28	AMP	9	408	2.2%	No
LRP5		11q13.2	AMP	19	408	4.7%	Yes
BCL9L		11q23.3	HOMDEL	2	408	0.5%	Yes
ABTB2		11p13	AMP	9	408	2.2%	No
MMRN1		4q22.1	AMP	7	408	1.7%	No
LRRC37A17P		17q21.32	HOMDEL	1	408	0.2%	No
CCDC14		3q21.1	AMP	6	408	1.5%	No
MMRN2		10q23.2	AMP	3	408	0.7%	No
RAPH1		2q33.2	AMP	2	408	0.5%	No
CHDH		3p21.1	AMP	3	408	0.7%	No
OR13C2		9q31.1	HOMDEL	4	408	1.0%	No
CCDC15		11q24.2	AMP	1	408	0.2%	No
FBXW11		5q35.1	AMP	1	408	0.2%	No
ZRSR2		Xp22.2	HOMDEL	3	408	0.7%	Yes
RGS1		1q31.2	AMP	13	408	3.2%	No
MUC20		3q29	HOMDEL	1	408	0.2%	No
ABTB1		3q21.3	AMP	6	408	1.5%	No
ZW10		11q23.2	HOMDEL	3	408	0.7%	No
ATL3		11q13.1	AMP	4	408	1.0%	No
CRK		17p13.3	HOMDEL	9	408	2.2%	No
SMAD2		18q21.1	AMP	4	408	1.0%	Yes
RN7SL189P		14q11.2	AMP	7	408	1.7%	No
RN7SL205P		4q28.3	HOMDEL	1	408	0.2%	No
TRGJP		7p14.1	HOMDEL	2	408	0.5%	No
SNX30		9q32	AMP	3	408	0.7%	No
LRP4		11p11.2	AMP	4	408	1.0%	No
ZBTB1		14q23.3	AMP	1	408	0.2%	No
RNA5SP490		21q22.11	HOMDEL	1	408	0.2%	No
CNTFR		9p13.3	HOMDEL	2	408	0.5%	No
PLXNA4		7q32.3	AMP	5	408	1.2%	No
CASP10		2q33.1	HOMDEL	10	408	2.5%	No
SYNJ2		6q25.3	AMP	2	408	0.5%	No
DAB1		1p32.2	AMP	9	408	2.2%	No
DHX29		5q11.2	AMP	6	408	1.5%	No
MSTO1		1q22	AMP	23	408	5.6%	No
FBXW12		3p21.31	AMP	3	408	0.7%	No
POLR1F		7p21.1	HOMDEL	2	408	0.5%	No
ROBO1		3p12.3	HOMDEL	11	408	2.7%	Yes
SOCS3		17q25.3	AMP	10	408	2.5%	Yes
IGLJ1		22q11.22	AMP	14	408	3.4%	No
GOLGA8IP		15q11.2	HOMDEL	3	408	0.7%	No
SNX17		2p23.3	HOMDEL	2	408	0.5%	No
C16ORF74		16q24.1	HOMDEL	1	408	0.2%	No
FAM50B		6p25.2	HOMDEL	5	408	1.2%	No
SLC9A5		16q22.1	HOMDEL	1	408	0.2%	No
